gene_symbol	s_het	s_het_lower95	s_het_upper95	NFE_s_het	NFE_s_het_lower95	NFE_s_het_upper95	rank	quintile	decile	U	N	NFE_N	n	NFE_n
WDR43	0.3592990742	0.056	1	0.24578	0	1	246	1	1	1.96E-06	91167.0596299999	45216.7288	0	0
ERCC6L	0.3579844509	0.056	1	0.2446	0	1	247	1	1	2.20E-06	80601.68085	46153.2737	0	0
MAP3K2	0.3564677745	0.055	1	0.24325	0	1	248	1	1	1.97E-06	89216.53158	52700.5542	0	0
AKT3	0.3563975534	0.055	1	0.24318	0	1	249	1	1	1.54E-06	114080.6307	65886.9	0	0
RPL4	0.3559719858	0.055	1	0.2428	0	1	250	1	1	1.50E-06	116830.4856	66276.6301	0	0
FCHO2	0.3558019343	0.055	1	0.24265	0	1	251	1	1	2.31E-06	75788.17255	42930.814	0	0
PPM1G	0.3555422473	0.055	1	0.24242	0	1	252	1	1	1.55E-06	112776.4646	61697.5439	0	0
ZNF131	0.3552385165	0.055	1	0.24215	0	1	253	1	1	1.66E-06	105115.2398	63937.4103	0	0
MAML1	0.3551135534	0.055	1	0.24203	0	1	254	1	1	1.57E-06	111059.184	62529.0361	0	0
SMARCA4	0.3550632941	0.089	1	0.2746	0	0	255	1	1	4.51E-06	102521.3251	41908	1	1
DLGAP3	0.355009095	0.055	1	0.24194	0	1	256	1	1	1.80E-06	96808.6886799999	50337.3558	0	0
BRINP2	0.3549133482	0.055	1	0.24186	0	1	257	1	1	1.52E-06	114577.194	65791.824	0	0
HMBOX1	0.3546371717	0.055	1	0.24161	0	1	258	1	1	1.56E-06	111457.6467	63590.5079	0	0
SATB2	0.3545256827	0.055	1	0.24151	0	1	259	1	1	1.62E-06	107259.0024	64668.0301	0	0
SUGP1	0.3541992433	0.055	1	0.24122	0	1	260	1	1	1.56E-06	111169.8647	64363.4737	0	0
EED	0.3532256483	0.054	1	0.24035	0	1	261	1	1	1.52E-06	113440.0663	65619.2	0	0
MEN1	0.3530563362	0.054	1	0.2402	0	1	262	1	1	1.54E-06	111854.5175	61040.4144	0	0
HNRNPK	0.352984554	0.054	1	0.24013	0	1	263	1	1	1.56E-06	110373.5	66097.8261	0	0
SYNCRIP	0.3522507452	0.054	1	0.23948	0	1	264	1	1	1.50E-06	114289.4811	65408.9333	0	0
PAPD5	0.3519793806	0.054	1	0.23924	0	1	265	1	1	1.69E-06	101276.8293	52503.6389	0	0
CMIP	0.351894393	0.054	1	0.23916	0	1	266	1	1	1.99E-06	85965.49091	49631.1217	0	0
GGA1	0.3518595969	0.054	1	0.23913	0	1	267	1	1	1.62E-06	105577.7232	58933.8759	0	0
HNF1B	0.3516455246	0.054	1	0.23894	0	1	268	1	1	1.59E-06	107432.7718	62049.3571	0	0
STRN4	0.351447393	0.054	1	0.23876	0	1	269	1	1	1.58E-06	107985.2148	56467.8667	0	0
HIVEP2	0.3511095491	0.088	1	0.27111	0	1	270	1	1	3.80E-06	119681.6205	66694	1	0
PHF1	0.3507946299	0.054	1	0.23818	0	1	271	1	1	1.46E-06	116406.6358	66289.2075	0	0
BTK	0.3499532158	0.053	1	0.23743	0	1	272	1	1	1.96E-06	86276	47935.1273	0	0
CSK	0.3494935278	0.053	1	0.23702	0	1	273	1	1	1.62E-06	104096.269	63713.28	0	0
PTGS2	0.3492048708	0.053	1	0.23676	0	1	274	1	1	1.45E-06	116099.4986	65057.5904	0	0
UTP15	0.3489919787	0.053	1	0.23657	0	1	275	1	1	1.46E-06	115157.0573	62189.3766	0	0
ITPKB	0.3484801122	0.053	1	0.23611	0	1	276	1	1	1.50E-06	111741.9862	60265.4151	0	0
PRKAR1A	0.3478690277	0.053	1	0.23557	0	1	277	1	1	1.46E-06	114381.894	66514.8727	0	0
DLG3	0.3477086194	0.053	1	0.23543	0	1	278	1	1	2.55E-06	65425.96056	35932.58	0	0
PSMD3	0.3473984766	0.053	1	0.23515	0	1	279	1	1	1.53E-06	108839.4878	56870.7952	0	0
RUNX1T1	0.3470853735	0.053	1	0.23487	0	1	280	1	1	1.50E-06	110806.6264	64815.3333	0	0
SSBP3	0.3467792221	0.053	1	0.2346	0	1	281	1	1	1.78E-06	93203.77479	50946.3721	0	0
LCK	0.3464430756	0.052	1	0.2343	0	1	282	1	1	1.50E-06	110377.1408	61840.4848	0	0
DDX5	0.3463516035	0.052	1	0.23422	0	1	283	1	1	1.51E-06	109585.470999999	65951.7374	0	0
RBM6	0.3460763788	0.086	1	0.26666	0	1	284	1	1	3.87E-06	115041.3593	66118	1	0
GTPBP1	0.3458728017	0.052	1	0.23379	0	1	285	1	1	1.64E-06	100606.5386	53969.4426	0	0
MATR3	0.3457235179	0.052	1	0.23366	0	1	286	1	1	1.71E-06	96400.82337	64857.3535	0	0
MTMR1	0.3443970313	0.052	1	0.23248	0	1	287	1	1	2.11E-06	77498.3280799999	46361.5909	0	0
FBXL5	0.3443375459	0.052	1	0.23243	0	1	288	1	1	1.56E-06	104783.4747	61174.1522	0	0
NBEA	0.343984914	0.11	0.939	0.2834	0	1	289	1	1	7.84E-06	95941.79565	63300	2	1
ACVR1B	0.3434181475	0.052	1	0.23161	0	1	290	1	1	1.52E-06	106939.2991	60045.4949	0	0
RNF8	0.3425931747	0.051	1	0.23087	0	1	291	1	1	1.56E-06	103672.5968	57847	0	0
CSNK2A2	0.3416316835	0.051	1	0.23002	0	1	292	1	1	1.45E-06	110881.2462	61503.0625	0	0
ACSL4	0.3416088745	0.051	1	0.23	0	1	293	1	1	1.95E-06	82438.59938	47816.537	0	0
UBA2	0.3414919538	0.051	1	0.2299	0	1	294	1	1	1.54E-06	104311.5324	60146.6329	0	0
LPHN2	0.3411876826	0.085	1	0.26235	0	1	295	1	1	3.76E-06	115952.3414	66588	1	0
ZRSR2	0.3411803457	0.051	1	0.22962	0	1	296	1	1	2.11E-06	75986.7808799999	42390.2	0	0
NKD1	0.3404439985	0.051	1	0.22897	0	1	297	1	1	1.56E-06	102311.6823	57294.1149	0	0
SOCS7	0.3394998682	0.051	1	0.22813	0	1	298	1	1	1.58E-06	100428.9907	49211.675	0	0
ANAPC7	0.3394570622	0.051	1	0.22809	0	1	299	1	1	1.51E-06	105056.8031	56663.2368	0	0
WHSC1L1	0.3389370261	0.084	1	0.26037	0	1	300	1	1	3.70E-06	116691.0804	65808	1	0
CAMTA1	0.338201618	0.084	1	0.25972	0	1	301	1	1	3.84E-06	112078.2026	66652	1	0
NAV1	0.338184225	0.084	1	0.25971	0	1	302	1	1	3.86E-06	111489.0566	65780	1	1
CBFA2T2	0.3378603469	0.047	1	0.19834	0	1	303	1	1	1.44E-06	109077.5648	65210.1584	0	0
DLL1	0.3374296796	0.05	1	0.22629	0	1	304	1	1	1.54E-06	101721.4879	53825.3735	0	0
RELA	0.3374129393	0.05	1	0.22628	0	1	305	1	1	1.49E-06	105123.9954	57264.4706	0	0
PCDH11X	0.3366684613	0.05	1	0.22562	0	1	306	1	1	1.93E-06	80781.85285	44777.566	0	0
ATAD5	0.3363064086	0.083	1	0.25806	0	1	307	1	1	3.68E-06	115989.196	64818	1	1
YAP1	0.3360114408	0.047	1	0.19691	0	1	308	1	1	1.44E-06	107826.2439	57043.3538	0	0
SOX30	0.33489344	0.049	1	0.22404	0	1	309	1	1	1.55E-06	99474.2	50654.1942	0	0
CACTIN	0.3347718231	0.049	1	0.22394	0	1	310	1	1	2.05E-06	75154.7438299999	47066.5918	0	0
KPNA4	0.3346541573	0.049	1	0.22383	0	1	311	1	1	1.48E-06	104022.5047	63561.1111	0	0
TBL1XR1	0.3344133098	0.049	1	0.22362	0	1	312	1	1	1.47E-06	104571.6026	59432.1791	0	0
DDX6	0.3343326989	0.049	1	0.22355	0	1	313	1	1	1.47E-06	104518.5659	58959.2813	0	0
PSMB2	0.3324066583	0.03	1	0.1763	0	1	314	1	1	7.31E-07	117882.3061	66371.5652	0	0
TBL1X	0.3321241863	0.049	1	0.22159	0	1	315	1	1	2.10E-06	72149.3375299999	40538.6774	0	0
CABP1	0.3318664142	0.049	1	0.22137	0	1	316	1	1	1.56E-06	96965.43182	44266.5714	0	0
SLC9A6	0.3317440207	0.049	1	0.22126	0	1	317	1	1	1.83E-06	82594.8678	47402.25	0	0
CAPZA1	0.3310095762	0.03	1	0.17522	0	1	318	1	1	7.35E-07	116227.6645	65678.2941	0	0
PYGO1	0.3309918518	0.03	1	0.1752	0	1	319	1	1	7.32E-07	116691.1292	65603.8889	0	0
CHRM1	0.3309294864	0.03	1	0.17516	0	1	320	1	1	7.18E-07	118920.2525	66147.443	0	0
FLNA	0.3306377998	0.081	1	0.25308	0	0	321	1	1	5.03E-06	82767.22249	43161	1	1
CPEB3	0.3304534312	0.048	1	0.22012	0	1	322	1	1	1.61E-06	93113.42781	42186.3684	0	0
F8	0.3302500041	0.081	1	0.25274	0	0	323	1	1	4.88E-06	85164.5607	47954	1	1
CNOT1	0.3301298766	0.104	0.908	0.27109	0	0	324	1	1	6.21E-06	114913.4073	66282	2	2
HDAC2	0.32999518	0.048	1	0.21971	0	1	325	1	1	1.46E-06	102380.0778	49903.7966	0	0
FZD7	0.3296098096	0.03	1	0.17414	0	1	326	1	1	7.26E-07	116645.2012	64986.6324	0	0
MID2	0.3293530865	0.048	1	0.21914	0	1	327	1	1	1.77E-06	84103.18113	47683.4462	0	0
IL1RAPL1	0.3290781253	0.048	1	0.2189	0	1	328	1	1	1.78E-06	83483.59533	46073.1795	0	0
MAPRE1	0.3290510535	0.03	1	0.17371	0	1	329	1	1	7.03E-07	120040.8807	66649.75	0	0
LYPLA2	0.3288733129	0.03	1	0.17357	0	1	330	1	1	7.26E-07	116108.5253	64978.4848	0	0
ZMAT2	0.3287975452	0.03	1	0.17351	0	1	331	1	1	7.23E-07	116534.9317	66225.2174	0	0
RPTOR	0.3287806791	0.081	1	0.25145	0	1	332	1	1	3.81E-06	108371.1822	66552	1	1
DKC1	0.3286839593	0.048	1	0.21855	0	1	333	1	1	1.89E-06	78426.36923	45191.4815	0	0
HTR1A	0.3285327751	0.03	1	0.17331	0	1	334	1	1	7.00E-07	120164.1862	65932.092	0	0
ZDHHC17	0.3282477264	0.048	1	0.21817	0	1	335	1	1	1.86E-06	79468.48526	54876.7647	0	0
PRPF4B	0.3280795431	0.081	1	0.25084	0	0	336	1	1	3.64E-06	113078.0164	62190	1	1
LCORL	0.3276629614	0.048	1	0.21765	0	1	337	1	1	1.64E-06	89790.6546799999	40859.625	0	0
RCOR1	0.3274292389	0.048	1	0.21745	0	1	338	1	1	1.46E-06	100709.0691	52661.1176	0	0
VPS26B	0.3271396215	0.03	1	0.17223	0	1	339	1	1	7.29E-07	114377.3125	66107.6111	0	0
RAB30	0.3268045512	0.03	1	0.17197	0	1	340	1	1	7.23E-07	115083.0175	66651.5238	0	0
H2AFY2	0.3265778178	0.03	1	0.1718	0	1	341	1	1	7.20E-07	115397.2262	65791.1325	0	0
RASGRP2	0.3264758366	0.047	1	0.21661	0	1	342	1	1	1.51E-06	96777.22349	56685.6964	0	0
AMD1	0.3263866601	0.029	1	0.17165	0	1	343	1	1	7.24E-07	114621.1643	65114.973	0	0
SERPING1	0.3263082657	0.029	1	0.17159	0	1	344	1	1	7.30E-07	113622.76	63592.775	0	0
PPRC1	0.3262509833	0.08	1	0.24923	0	0	345	1	1	3.44E-06	118676.2655	66536	1	1
OPHN1	0.3261839542	0.047	1	0.21635	0	1	346	1	1	1.90E-06	76767.42093	43511.3421	0	0
STOX2	0.3259571951	0.047	1	0.21615	0	1	347	1	1	1.49E-06	97747.80671	56014.8024	0	0
CACNG2	0.325892962	0.029	1	0.17127	0	1	348	1	1	7.03E-07	117677.1042	66293.3103	0	0
SCML2	0.3256064892	0.047	1	0.21584	0	1	349	1	1	1.76E-06	82564.63448	47525.1607	0	0
GID8	0.3254170463	0.029	1	0.17091	0	1	350	1	1	7.26E-07	113606.0263	65743.65	0	0
PPARD	0.3252304483	0.029	1	0.17076	0	1	351	1	1	6.99E-07	117854.699	66327.6883	0	0
RLIM	0.3250256178	0.047	1	0.21533	0	1	352	1	1	1.70E-06	85157.16216	47162.3095	0	0
RER1	0.3247924123	0.029	1	0.17042	0	1	353	1	1	7.05E-07	116527.205	65833.4545	0	0
TTYH1	0.3245228141	0.047	1	0.21488	0	1	354	1	1	1.45E-06	99513.6840299999	52368.6667	0	0
SETD5	0.3236561159	0.079	1	0.24696	0	1	355	1	1	3.93E-06	102671.6746	66740	1	0
LMNA	0.3235882099	0.047	1	0.21406	0	1	356	1	1	1.57E-06	91349.56522	53258.224	0	0
VDAC3	0.3235724298	0.029	1	0.16949	0	1	357	1	1	7.07E-07	115298.7197	66144.88	0	0
CYBB	0.3232154301	0.046	1	0.21373	0	1	358	1	1	1.75E-06	81754.3473299999	45906.2097	0	0
SPRY2	0.3229407513	0.029	1	0.169	0	1	359	1	1	7.07E-07	114834.6471	66424.871	0	0
NEUROD6	0.3226849128	0.029	1	0.16881	0	1	360	1	1	6.74E-07	120260.2273	66699.1273	0	0
STC2	0.3224779022	0.029	1	0.16865	0	1	361	1	1	7.17E-07	112898.319	65006.7458	0	0
GSK3A	0.322471848	0.046	1	0.21308	0	1	362	1	1	1.47E-06	96854.24422	51936.7234	0	0
ZCCHC6	0.3223373929	0.079	1	0.24581	0	0	363	1	1	3.46E-06	115923.5626	63006	1	1
VDAC1	0.3220605229	0.029	1	0.16833	0	1	364	1	1	7.04E-07	114676.0889	66015.4444	0	0
TOPBP1	0.3220588704	0.079	1	0.24557	0	1	365	1	1	3.89E-06	102979.0372	66248	1	1
CDK1	0.3220198238	0.029	1	0.1683	0	1	366	1	1	7.05E-07	114483.5556	66392.8276	0	0
RND1	0.3217504184	0.029	1	0.16809	0	1	367	1	1	7.22E-07	111594.9709	57878.8	0	0
PRKDC	0.3214992579	0.118	0.801	0.27504	0	0	368	1	1	1.04E-05	95570.45479	52336	3	2
PURG	0.3214375999	0.029	1	0.16785	0	1	369	1	1	7.22E-07	111371.0861	57741.5926	0	0
RPL17	0.321334241	0.029	1	0.16777	0	1	370	1	1	6.73E-07	119400.5191	65712.9041	0	0
MPPED2	0.3212924006	0.029	1	0.16774	0	1	371	1	1	7.27E-07	110501.9914	65288.8636	0	0
PPP5C	0.3210516307	0.046	1	0.21183	0	1	372	1	1	1.49E-06	94667.08846	58918.8276	0	0
RB1	0.3203426823	0.078	1	0.24407	0	1	373	1	1	3.73E-06	106560.1596	66524	1	1
BMP2	0.3191292916	0.028	1	0.16608	0	1	374	1	1	7.30E-07	108523.285	62079.0303	0	0
PDGFC	0.3190949964	0.028	1	0.16606	0	1	375	1	1	7.04E-07	112506.2688	65168.3265	0	0
DDX3X	0.3179709427	0.045	1	0.20912	0	1	376	1	1	1.80E-06	76781.58901	43616.137	0	0
WDR1	0.3178436917	0.045	1	0.20901	0	1	377	1	1	1.62E-06	85240.6469799999	53530.8727	0	0
EHMT1	0.3177461674	0.077	1	0.2418	0	1	378	1	1	3.58E-06	109711.7463	66116	1	0
YWHAG	0.3176271769	0.028	1	0.16494	0	1	379	1	1	7.04E-07	111439.7203	65712.7246	0	0
NLK	0.3175863004	0.045	1	0.20878	0	1	380	1	1	1.54E-06	89515.1365299999	51084.8485	0	0
CTDNEP1	0.3172279635	0.028	1	0.16463	0	1	381	1	1	6.94E-07	112752.0863	65117.4884	0	0
SPARC	0.3171978225	0.028	1	0.16461	0	1	382	1	1	6.73E-07	116247.5262	66028.6792	0	0
CCDC101	0.3162733725	0.028	1	0.1639	0	1	383	1	1	7.00E-07	111091.5797	62712.1111	0	0
VSNL1	0.315758324	0.028	1	0.16351	0	1	384	1	1	6.46E-07	119973.0316	66589.6923	0	0
SCHIP1	0.3157502432	0.028	1	0.1635	0	0	385	1	1	6.80E-07	113968.3509	3170	0	0
FBN1	0.3154378546	0.116	0.787	0.2696	0	1	386	1	1	8.19E-06	118648.2459	66640	3	0
PSMA5	0.3151368125	0.028	1	0.16304	0	1	387	1	1	6.84E-07	112847.3096	64967.4286	0	0
UBE2H	0.3146741465	0.028	1	0.16268	0	1	388	1	1	7.08E-07	108691.3226	62136.3571	0	0
YWHAE	0.3142490301	0.028	1	0.16236	0	1	389	1	1	6.82E-07	112520.0234	66106.3871	0	0
SH3KBP1	0.3142461806	0.044	1	0.20586	0	1	390	1	1	1.70E-06	79294.8119	46541.8632	0	0
PPAP2B	0.3137096311	0.027	1	0.16195	0	1	391	1	1	6.68E-07	114470.8525	64333.5789	0	0
JAG1	0.3136188535	0.076	1	0.2382	0	0	392	1	1	3.27E-06	117840.6043	66714	1	1
CBX1	0.3135396913	0.027	1	0.16182	0	1	393	1	1	6.59E-07	115904.2364	63716.9	0	0
TNFSF13B	0.3132982459	0.027	1	0.16164	0	1	394	1	1	6.78E-07	112476.8439	65416.4615	0	0
SNRPA1	0.3129941022	0.027	1	0.16141	0	1	395	1	1	6.85E-07	111104.0395	59928.1579	0	0
PSMA7	0.3123468257	0.027	1	0.16091	0	1	396	1	1	6.89E-07	109987.0507	58915.6875	0	0
ELAVL1	0.3115494775	0.027	1	0.16031	0	1	397	1	1	6.78E-07	111182.0339	65767.9467	0	0
INHBB	0.31135729	0.027	1	0.16016	0	1	398	1	1	7.33E-07	102708.3774	53966.8148	0	0
INO80B	0.3111078994	0.027	1	0.15997	0	1	399	1	1	6.93E-07	108456.7447	51868.7	0	0
JPH4	0.3105709672	0.043	1	0.20264	0	1	400	1	1	1.54E-06	85376.7122299999	40609.9556	0	0
PYGO2	0.3100867144	0.027	1	0.1592	0	1	401	1	1	7.00E-07	106644.1244	56048.9032	0	0
RPS13	0.3099066716	0.027	1	0.15906	0	1	402	1	1	6.99E-07	106668.3948	63048.6667	0	0
SLC35G1	0.3096847438	0.027	1	0.15889	0	1	403	1	1	6.57E-07	113319.2353	62525.8723	0	0
NKAP	0.3093582826	0.043	1	0.20158	0	1	404	1	1	1.66E-06	78549.93237	45209.8947	0	0
UBE2K	0.3092910967	0.027	1	0.1586	0	1	405	1	1	6.76E-07	109844.6512	65307.1579	0	0
RBM4	0.3092637206	0.027	1	0.15858	0	1	406	1	1	7.05E-07	105306.9217	63039.3333	0	0
TXLNG	0.3087309079	0.043	1	0.20103	0	1	407	1	1	1.63E-06	79651.58029	44429.05	0	0
UCHL1	0.3086091601	0.027	1	0.15808	0	1	408	1	1	7.09E-07	104254.5263	60269.5	0	0
SCAF4	0.3085771356	0.074	0.992	0.23381	0	0	409	1	1	3.38E-06	111342.1856	66656	1	1
STMN2	0.3080128334	0.027	1	0.15763	0	1	410	1	1	6.55E-07	112398.5417	66306.5455	0	0
MAX	0.307918673	0.027	1	0.15756	0	1	411	1	1	6.83E-07	107722.4757	66266.75	0	0
UCK2	0.3076896586	0.026	1	0.15738	0	1	412	1	1	6.57E-07	111813.0685	59881.9184	0	0
FZD4	0.3076518699	0.026	1	0.15736	0	1	413	1	1	6.47E-07	113512.3721	64497.038	0	0
RBM8A	0.3075702476	0.026	1	0.15729	0	1	414	1	1	6.75E-07	108743.9432	64544	0	0
CLTA	0.3074016204	0.026	1	0.15717	0	1	415	1	1	6.72E-07	109105.4301	52342.5854	0	0
ZBTB8OS	0.3073652643	0.026	1	0.15714	0	1	416	1	1	6.38E-07	114891.6814	65442.75	0	0
DCUN1D5	0.3072752025	0.026	1	0.15707	0	1	417	1	1	6.82E-07	107414.1062	64447.6774	0	0
CHM	0.3072237032	0.043	1	0.19972	0	1	418	1	1	1.91E-06	67271.95531	41144.1714	0	0
CD79B	0.3071652149	0.026	1	0.15699	0	1	419	1	1	6.15E-07	119027.8479	66198	0	0
NANOG	0.3069125047	0.026	1	0.1568	0	1	420	1	1	6.46E-07	113122.9922	60075.7222	0	0
TKTL1	0.3068724077	0.042	1	0.19941	0	1	421	1	1	1.54E-06	83232.10351	46168.8265	0	0
ZFR	0.3067609884	0.074	0.988	0.23223	0	1	422	1	1	3.38E-06	110388.6058	66650	1	0
ANKRD46	0.306723007	0.026	1	0.15665	0	1	423	1	1	7.02E-07	103965.8582	64422.9655	0	0
SMARCA5	0.3067178674	0.074	0.988	0.23219	0	0	424	1	1	3.49E-06	106887.4178	66530	1	1
BHLHE40	0.3066983751	0.026	1	0.15664	0	1	425	1	1	6.22E-07	117318.1566	64602.8608	0	0
RALA	0.3066041411	0.026	1	0.15656	0	1	426	1	1	6.62E-07	110159.3084	66420.2	0	0
NABP2	0.3066037775	0.026	1	0.15656	0	1	427	1	1	6.22E-07	117243.2203	65319.1892	0	0
RPS3	0.3063085986	0.026	1	0.15634	0	1	428	1	1	6.25E-07	116447.8947	65201.6154	0	0
DRD1	0.3058009862	0.026	1	0.15596	0	1	429	1	1	6.04E-07	120083.2923	66556.2532	0	0
GNA11	0.3054416262	0.026	1	0.15569	0	1	430	1	1	6.99E-07	103510.4986	61148.9388	0	0
HOXA3	0.3053506292	0.026	1	0.15562	0	1	431	1	1	6.95E-07	104041.9939	57798.7059	0	0
FSCN1	0.3050023962	0.026	1	0.15536	0	1	432	1	1	7.27E-07	99227.54986	49901.0427	0	0
CHRM4	0.3043131919	0.026	1	0.15484	0	1	433	1	1	6.67E-07	107647.7511	61541.4867	0	0
SETD1A	0.3042803844	0.073	0.982	0.23008	0	0	434	1	1	3.43E-06	107500.893	66708	1	1
SNAP25	0.304274456	0.026	1	0.15481	0	1	435	1	1	6.61E-07	108596.234	60756.1818	0	0
WIZ	0.30424194	0.042	1	0.19712	0	1	436	1	1	1.66E-06	75814.81431	37846.5703	0	0
DLK2	0.3041140711	0.026	1	0.15469	0	1	437	1	1	6.33E-07	113276.0169	62716.5085	0	0
BEND4	0.3038842265	0.042	1	0.19681	0	1	438	1	1	1.44E-06	87179.15625	46084.2623	0	0
RC3H2	0.3035021583	0.073	0.98	0.2294	0	0	439	1	1	3.25E-06	113032.6976	66722	1	1
RPS18	0.3031928809	0.026	1	0.15399	0	1	440	1	1	7.09E-07	100499.6688	66193.2	0	0
SLC30A1	0.3031796713	0.026	1	0.15398	0	1	441	1	1	6.57E-07	108444.1858	61172.5867	0	0
EMX2	0.3028943414	0.026	1	0.15377	0	1	442	1	1	7.34E-07	96878.6087	46787.8421	0	0
GAB3	0.3026519165	0.041	1	0.19573	0	1	443	1	1	1.54E-06	80816.24016	41518.2656	0	0
WNT9A	0.302609256	0.026	1	0.15355	0	1	444	1	1	7.08E-07	100240.4198	55769.0353	0	0
RPS10	0.3025554975	0.026	1	0.15351	0	1	445	1	1	6.60E-07	107491.0314	26258	0	0
SLC25A51	0.3023523771	0.026	1	0.15336	0	1	446	1	1	5.91E-07	119873.7204	66490.1538	0	0
RSL24D1	0.3016114765	0.026	1	0.1528	0	1	447	1	1	6.15E-07	114611.1703	65973.5652	0	0
MFAP3L	0.3010729986	0.025	1	0.1524	0	1	448	1	1	5.88E-07	119430.5164	66596.6329	0	0
KCNIP4	0.3010175525	0.025	1	0.15236	0	1	449	1	1	6.21E-07	113040.7787	64894.8936	0	0
TRIB2	0.3008622713	0.025	1	0.15224	0	1	450	1	1	6.02E-07	116483.7844	65999.0732	0	0
CYP26B1	0.3008583566	0.025	1	0.15224	0	1	451	1	1	6.95E-07	100894.0227	55773.5224	0	0
CDK16	0.3007748172	0.041	1	0.1941	0	1	452	1	1	1.90E-06	64641.5108399999	39396	0	0
WNT3	0.3007313163	0.025	1	0.15214	0	1	453	1	1	7.02E-07	99800.49261	58041.1343	0	0
RAB33B	0.3007146295	0.025	1	0.15213	0	1	454	1	1	6.09E-07	115027.7222	65762.8571	0	0
SPEN	0.3004800969	0.11	0.755	0.25621	0	0	455	1	1	7.74E-06	118534.018	66555	3	2
CCR1	0.3002555205	0.025	1	0.15179	0	1	456	1	1	6.01E-07	116190.0479	66488.8814	0	0
RBM5	0.30021749	0.072	0.972	0.22655	0	1	457	1	1	3.09E-06	117018.601	66732	1	0
LHX2	0.3001239501	0.025	1	0.15169	0	1	458	1	1	6.57E-07	106189.8893	60812.4096	0	0
PAFAH1B2	0.2998903124	0.025	1	0.15151	0	1	459	1	1	7.06E-07	98660.24545	58218.0526	0	0
ZNF407	0.2998687277	0.072	0.971	0.22625	0	1	460	1	1	3.39E-06	106482.8804	66714	1	0
CD86	0.2998464169	0.025	1	0.15148	0	1	461	1	1	6.33E-07	110004.7132	66477.3714	0	0
MGAT1	0.299761023	0.025	1	0.15141	0	1	462	1	1	6.80E-07	102340.9524	55427.4915	0	0
SP7	0.2997289221	0.025	1	0.15139	0	1	463	1	1	6.27E-07	110967.1245	64208.48	0	0
METRNL	0.2996310536	0.025	1	0.15132	0	1	464	1	1	6.23E-07	111603.951	61159.8919	0	0
RNPS1	0.2994122362	0.025	1	0.15115	0	1	465	1	1	6.48E-07	107135.7288	66247.7895	0	0
AMIGO1	0.2994069317	0.025	1	0.15115	0	1	466	1	1	5.89E-07	117863.1585	65900.0533	0	0
NONO	0.2993699782	0.041	1	0.19288	0	1	467	1	1	1.82E-06	66812.93377	38399.55	0	0
HS6ST1	0.299317971	0.025	1	0.15108	0	1	468	1	1	7.13E-07	97305.20253	50659.215	0	0
FAM168A	0.2992270728	0.025	1	0.15101	0	1	469	1	1	5.94E-07	116725.4203	66545.0909	0	0
HDLBP	0.2989983404	0.071	0.969	0.2255	0	1	470	1	1	3.14E-06	114476.1229	66730	1	0
UBE2Z	0.2988750755	0.025	1	0.15075	0	1	471	1	1	6.93E-07	99806.29412	56409.4222	0	0
CCND3	0.2988248697	0.025	1	0.15071	0	1	472	1	1	6.69E-07	103350.7529	54598.9818	0	0
ZNF711	0.298652847	0.04	1	0.19226	0	1	473	1	1	1.57E-06	77056.88261	44216.0933	0	0
GRID2	0.2985733571	0.071	0.968	0.22513	0	1	474	1	1	3.08E-06	116465.1897	66728	1	0
LSM1	0.2985395596	0.025	1	0.1505	0	1	475	1	1	5.89E-07	117155.7364	66451.7143	0	0
RAB10	0.2982762139	0.025	1	0.1503	0	1	476	1	1	5.92E-07	116348.7517	66095.8333	0	0
OTUB1	0.2982162563	0.025	1	0.15026	0	1	477	1	1	7.20E-07	95624.62275	64730.1212	0	0
RUSC2	0.2981737198	0.071	0.967	0.22478	0	1	478	1	1	3.09E-06	115862.5675	66710	1	0
RBX1	0.2980248095	0.025	1	0.15011	0	1	479	1	1	5.85E-07	117535.0816	65626.4615	0	0
GDF6	0.2979750759	0.025	1	0.15008	0	1	480	1	1	7.20E-07	95464.17959	48157.5333	0	0
ZC3H13	0.2977970575	0.109	0.749	0.25382	0	0	481	1	1	7.84E-06	115790.2427	64418	3	2
BTF3	0.2976326288	0.025	1	0.14982	0	1	482	1	1	7.28E-07	94190.03681	63341.7391	0	0
SUPT5H	0.2974094667	0.071	0.965	0.22412	0	1	483	1	1	3.19E-06	111812.8417	66706	1	0
REEP1	0.2973391691	0.025	1	0.1496	0	1	484	1	1	6.02E-07	113671.2208	66616.64	0	0
GCH1	0.2973273899	0.025	1	0.14959	0	1	485	1	1	6.55E-07	104464.8052	56708.4082	0	0
PPFIA3	0.2971570104	0.071	0.965	0.2239	0	0	486	1	1	3.38E-06	105397.4114	66648	1	1
PORCN	0.2971088266	0.04	1	0.19092	0	1	487	1	1	1.57E-06	76209.52846	39542.3043	0	0
C6orf62	0.2970269575	0.025	1	0.14937	0	1	488	1	1	6.06E-07	112674.9038	64819.4706	0	0
TMEM165	0.2968639934	0.025	1	0.14925	0	1	489	1	1	6.37E-07	107069.4465	47183.3488	0	0
TAS2R13	0.2966735288	0.025	1	0.1491	0	1	490	1	1	5.70E-07	119495.4667	66317.25	0	0
TUBB4B	0.2965267456	0.025	1	0.14899	0	1	491	1	1	6.16E-07	110458.5447	65114.8168	0	0
N4BP2L1	0.2963065348	0.025	1	0.14883	0	1	492	1	1	6.97E-07	97471.424	48551.7647	0	0
